emp_no,last_name,first_name,title,salary
471107,Muhlberg,Akeno,Senior Engineer,40000
422851,Muhlberg,Basant,Senior Engineer,72311
62382,Edelhoff,Padma,Senior Engineer,50718
207009,Angelov,Moni,Senior Engineer,48019
109748,Suessmith,Dayanand,Senior Engineer,47780
212136,Muhlberg,IEEE,Senior Engineer,40000
437421,Edelhoff,Rayond,Senior Engineer,40000
67578,Muhlberg,Perry,Senior Engineer,57542
258609,Birge,Adit,Senior Engineer,40000
446352,Muhlberg,Sariel,Senior Engineer,40000
293050,Alblas,Sanjai,Senior Engineer,40000
67823,Muhlberg,Szabolcs,Senior Engineer,55990
257270,Muhlberg,Tomokazu,Senior Engineer,40000
411896,Muhlberg,Uma,Senior Engineer,40000
88905,Muhlberg,Yakichi,Senior Engineer,45543
53468,Muhlberg,Yifei,Senior Engineer,71793
471036,Muhlberg,Yishay,Senior Engineer,42673
46236,Edelhoff,Thodoros,Senior Engineer,40000
253847,Suermann,Xiaobin,Senior Engineer,53289
445138,Muhling,Janalee,Senior Engineer,56256
50034,Muhling,Jixiang,Senior Engineer,40000
258848,Suermann,Tooru,Senior Engineer,52858
108092,Edelhoff,Uzi,Senior Engineer,44220
265179,Muhling,Nobuyoshi,Senior Engineer,62195
227358,Muhling,Rafols,Senior Engineer,48521
292038,Muhling,Roddy,Senior Engineer,40000
101787,Muhling,Shunichi,Senior Engineer,48195
40318,Vingron,Shin,Senior Engineer,40000
256632,Vingron,Qunsheng,Senior Engineer,40000
101428,Muhling,Tiina,Senior Engineer,59123
275106,Muhling,Unal,Senior Engineer,40000
452931,Muhling,Willard,Senior Engineer,46472
441973,Egerstedt,Hatsukazu,Senior Engineer,40000
236203,Suermann,Shahab,Senior Engineer,40000
38842,Mukaidono,Alper,Senior Engineer,56585
400223,Mukaidono,Angel,Senior Engineer,50394
28418,Suermann,Sachio,Senior Engineer,51567
493808,Mukaidono,Constantijn,Senior Engineer,40000
447072,Mukaidono,George,Senior Engineer,40000
222341,Birge,Arie,Senior Engineer,50997
409648,Mukaidono,Kenton,Senior Engineer,58835
93682,Mukaidono,Mari,Senior Engineer,40408
256444,Vingron,Quingbo,Senior Engineer,53441
443297,Egerstedt,Krister,Senior Engineer,40000
278407,Egerstedt,Lunjin,Senior Engineer,40000
33205,Egerstedt,Matk,Senior Engineer,67507
67885,Suermann,Nishit,Senior Engineer,40000
462035,Egerstedt,Mohammed,Senior Engineer,53355
405096,Suermann,Lubomir,Senior Engineer,48966
262362,Birge,Arnd,Senior Engineer,44485
82434,Mullainathan,Bojan,Senior Engineer,40000
236299,Vingron,Jeane,Senior Engineer,59511
447215,Mullainathan,Danae,Senior Engineer,54613
297649,Egerstedt,Rance,Senior Engineer,57259
25379,Mullainathan,Eric,Senior Engineer,59373
49340,Egerstedt,Rosella,Senior Engineer,53387
209110,Mullainathan,Filipe,Senior Engineer,65416
75755,Mullainathan,Harjit,Senior Engineer,40119
100101,Egerstedt,Shakhar,Senior Engineer,57364
432881,Egerstedt,Shan,Senior Engineer,40000
415320,Mullainathan,Mingzeng,Senior Engineer,40000
476282,Mullainathan,Ohad,Senior Engineer,71147
62507,Mullainathan,Otmar,Senior Engineer,51782
25220,Mullainathan,Shuho,Senior Engineer,40000
465977,Suermann,Kiyotoshi,Senior Engineer,64136
461769,Birge,Bodo,Senior Engineer,66139
263039,Egerstedt,Susuma,Senior Engineer,40000
431556,Suermann,Katsuyuki,Senior Engineer,40000
71894,Munawer,Guther,Senior Engineer,40000
49385,Egerstedt,Vesna,Senior Engineer,45055
204842,Zumaque,Ramachenga,Senior Engineer,70665
283349,Zolotykh,Elgin,Senior Engineer,40000
98987,Suermann,Dipayan,Senior Engineer,40000
273367,Munawer,Shalesh,Senior Engineer,47424
400639,Birge,Gilbert,Senior Engineer,40000
93454,Munawer,Subhada,Senior Engineer,41033
452260,Zyda,Ebru,Senior Engineer,46818
104852,Munawer,Theirry,Senior Engineer,52882
99097,Munawer,Toshiki,Senior Engineer,40000
222994,Munawer,Valeska,Senior Engineer,62439
87681,Birge,IEEE,Senior Engineer,64732
474220,Munawer,Vishwani,Senior Engineer,68222
251851,Munawer,Yongmin,Senior Engineer,54109
65801,Munch,Arif,Senior Engineer,40000
90760,Vingron,Hein,Senior Engineer,42430
202179,Munch,Emran,Senior Engineer,40000
246566,Eickenmeyer,Heekeun,Senior Engineer,40000
25765,Suermann,Demin,Senior Engineer,56143
236574,Munch,Jacqueline,Senior Engineer,54092
456806,Vingron,Filipp,Senior Engineer,48876
448357,Munch,Parviz,Senior Engineer,59640
100634,Yurek,Halsur,Senior Engineer,43597
39501,Baalen,Jaana,Senior Engineer,40000
78571,Munch,Sandeepan,Senior Engineer,47577
205262,Munch,Sergi,Senior Engineer,59893
214261,Munch,Terresa,Senior Engineer,40000
459937,Munch,Uma,Senior Engineer,40000
36965,Munch,Yechiam,Senior Engineer,51883
12489,Munck,Arnould,Senior Engineer,63306
90603,Birge,Kristine,Senior Engineer,40000
48648,Munck,Billur,Senior Engineer,45234
229266,Munck,Cathie,Senior Engineer,52232
273177,Eickenmeyer,Shao,Senior Engineer,40000
36599,Munck,Genevieve,Senior Engineer,40000
29816,Munck,Kiyomitsu,Senior Engineer,64415
18770,Yurek,Fei,Senior Engineer,55686
239641,Eickenmeyer,Yannik,Senior Engineer,60357
288456,Munck,Mariusz,Senior Engineer,40000
249880,Eickenmeyer,Zito,Senior Engineer,47278
57111,Suermann,Armond,Senior Engineer,40000
228636,Munck,Paloma,Senior Engineer,42603
474254,Munck,Rosine,Senior Engineer,69686
298850,Sudkamp,Yuqun,Senior Engineer,40000
65706,Munck,Troy,Senior Engineer,40000
462237,Mundy,Achilleas,Senior Engineer,48170
434310,Einsfeld,Dmitry,Senior Engineer,40000
224511,Einsfeld,Elzbieta,Senior Engineer,52159
232053,Mundy,Izaskun,Senior Engineer,40000
100428,Einsfeld,Fayez,Senior Engineer,60997
468950,Mundy,Jovan,Senior Engineer,60639
264559,Mundy,Kiyotoshi,Senior Engineer,40000
407737,Mundy,Mingzeng,Senior Engineer,61330
294177,Mundy,Morris,Senior Engineer,40000
243636,Sudkamp,Tamiya,Senior Engineer,40000
74576,Mundy,Sanjiv,Senior Engineer,44608
272903,Mundy,Sergi,Senior Engineer,40000
479821,Mundy,Takahito,Senior Engineer,52712
212673,Mundy,Utpal,Senior Engineer,40000
269069,Mundy,Vishv,Senior Engineer,40000
247084,Yurek,Collette,Senior Engineer,40000
466739,Birge,Navid,Senior Engineer,45080
210245,Mungall,Alenka,Senior Engineer,59617
421846,Einsfeld,Gunilla,Senior Engineer,51885
220143,Mungall,Fei,Senior Engineer,48015
413454,Einsfeld,Haldon,Senior Engineer,62681
53353,Sudkamp,Srinidhi,Senior Engineer,51855
208256,Mungall,Hugh,Senior Engineer,40000
413469,Einsfeld,Jouko,Senior Engineer,40000
419250,Birge,Navin,Senior Engineer,40000
63570,Sudkamp,Randy,Senior Engineer,71136
470554,Mungall,Mack,Senior Engineer,47917
238891,Sudkamp,Nitsan,Senior Engineer,40000
225085,Mungall,Niclas,Senior Engineer,62536
108597,Einsfeld,Kazuhira,Senior Engineer,40000
254906,Baalen,Jessie,Senior Engineer,41348
260693,Mungall,Oksana,Senior Engineer,71136
251470,Mungall,Sadegh,Senior Engineer,59253
53157,Birge,Weiye,Senior Engineer,49549
247681,Muniz,Alejandra,Senior Engineer,40000
460491,Birge,Xiaopeng,Senior Engineer,43312
241985,Muniz,Baziley,Senior Engineer,40000
79703,Einsfeld,Remco,Senior Engineer,49181
264311,Muniz,Christoper,Senior Engineer,42966
80223,Einsfeld,Sadegh,Senior Engineer,45975
89812,Vingron,Boriana,Senior Engineer,46415
291216,Einsfeld,Satoru,Senior Engineer,48123
211698,Muniz,Giao,Senior Engineer,40000
43691,Baalen,Kazuhira,Senior Engineer,73340
407846,Muniz,Laurentiu,Senior Engineer,40000
207178,Muniz,Masasuke,Senior Engineer,40000
498463,Vilarrasa,Vasiliy,Senior Engineer,51067
72397,Einsfeld,Shigeu,Senior Engineer,49929
216275,Einsfeld,Shirish,Senior Engineer,46107
280927,Muniz,Zhenhua,Senior Engineer,40000
56400,Munke,Froduald,Senior Engineer,46357
60865,Birge,Yuqun,Senior Engineer,62219
495054,Einsfeld,Yurii,Senior Engineer,53995
88524,Einsfeld,Zorica,Senior Engineer,53341
472108,Yoshizawa,Yechiam,Senior Engineer,40000
27604,Sudbeck,Yuguang,Senior Engineer,65633
20958,Eiron,Ashish,Senior Engineer,55761
233278,Eiron,Berto,Senior Engineer,44669
413755,Munke,Serap,Senior Engineer,40000
62821,Munke,Tomokazu,Senior Engineer,52251
221691,Munke,Udi,Senior Engineer,42491
17143,Munke,Ziyad,Senior Engineer,40000
434236,Vilarrasa,Rosalie,Senior Engineer,40000
434957,Munos,Chandrasekaran,Senior Engineer,54925
252260,Munos,Clyde,Senior Engineer,40000
86871,Zolotykh,Djenana,Senior Engineer,40000
206035,Eiron,Kinh,Senior Engineer,65723
469475,Munos,Hein,Senior Engineer,40000
91563,Munos,Hugh,Senior Engineer,47996
225313,Eiron,Luisa,Senior Engineer,40000
103897,Munos,Vivian,Senior Engineer,68733
462111,Sudbeck,Udo,Senior Engineer,40000
408948,Munoz,Arve,Senior Engineer,65774
251108,Eiron,Mizuhito,Senior Engineer,62267
431382,Eiron,Mohit,Senior Engineer,40857
49594,Eiron,Morris,Senior Engineer,40000
103129,Munoz,Jianhua,Senior Engineer,40000
260550,Birjandi,Ebru,Senior Engineer,40000
445160,Eiron,Rimli,Senior Engineer,60548
481355,Munoz,LiMin,Senior Engineer,51197
476329,Vilarrasa,Oldrich,Senior Engineer,41177
288949,Munoz,Munehiro,Senior Engineer,46571
226181,Sudbeck,Maris,Senior Engineer,40000
24696,Munoz,Ohad,Senior Engineer,40000
106531,Eiron,Shuky,Senior Engineer,51029
44952,Munoz,Zeydy,Senior Engineer,54675
218423,Munro,Arlette,Senior Engineer,40000
273132,Munro,Dmitry,Senior Engineer,40538
257432,Birjandi,Honglan,Senior Engineer,43163
10283,Birjandi,Kauko,Senior Engineer,40000
48626,Munro,Jianwen,Senior Engineer,69522
290828,Munro,Mary,Senior Engineer,40000
217322,Munro,Pascal,Senior Engineer,40000
473913,Munro,Sanjay,Senior Engineer,44286
37891,Munro,Sumali,Senior Engineer,40000
45808,Eiron,Yongdong,Senior Engineer,67640
434519,Eiron,Zissis,Senior Engineer,40853
238386,Munro,Vasilii,Senior Engineer,53862
418771,Eiter,Annemarie,Senior Engineer,47161
87078,Muntz,Boalin,Senior Engineer,41587
216722,Sudbeck,Leen,Senior Engineer,45474
78403,Muntz,Heping,Senior Engineer,40000
61211,Muntz,Lakshmi,Senior Engineer,40000
215379,Muntz,Martina,Senior Engineer,42170
463260,Muntz,Masako,Senior Engineer,56233
29425,Muntz,Mingdong,Senior Engineer,40000
467461,Muntz,Mohamadou,Senior Engineer,40000
264851,Muntz,Sadok,Senior Engineer,75311
482391,Anger,Arnould,Senior Engineer,47244
82065,Anger,Christophe,Senior Engineer,40000
215289,Anger,Eckart,Senior Engineer,49356
426648,Vilarrasa,Masako,Senior Engineer,49700
416204,Murillo,Amalendu,Senior Engineer,43504
211901,Birjandi,Oscar,Senior Engineer,41972
290911,Zolotykh,Dinah,Senior Engineer,49768
261271,Murillo,Dipayan,Senior Engineer,40000
106981,Vilarrasa,Maren,Senior Engineer,40000
237193,Birjandi,Premal,Senior Engineer,40000
495015,Sudbeck,Ghassan,Senior Engineer,40000
454354,Vilarrasa,Hugo,Senior Engineer,40000
472720,Sudbeck,Gal,Senior Engineer,40000
434360,Zolotykh,Aram,Senior Engineer,64406
438672,Murillo,Phuoc,Senior Engineer,40000
269400,Murillo,Shuho,Senior Engineer,56434
488364,Murillo,Taizo,Senior Engineer,46255
261147,Murillo,Tommaso,Senior Engineer,57009
99029,Eiter,Ohad,Senior Engineer,67556
294940,Baar,Adit,Senior Engineer,40000
89882,Murrill,Abdulla,Senior Engineer,64346
72211,Murrill,Apostol,Senior Engineer,59170
205645,Stroustrup,Tonia,Senior Engineer,40057
102808,Eiter,Qingxiang,Senior Engineer,48528
250213,Murrill,Berhard,Senior Engineer,40000
458677,Stroustrup,Susanne,Senior Engineer,54863
447399,Murrill,Brewster,Senior Engineer,46768
431630,Murrill,Chaoyi,Senior Engineer,40000
33386,Eiter,Sadok,Senior Engineer,56808
265762,Murrill,George,Senior Engineer,51201
80455,Murrill,Guther,Senior Engineer,55294
46176,Murrill,Hatsukazu,Senior Engineer,40000
226796,Baar,Aksel,Senior Engineer,58510
298311,Baar,Aleksander,Senior Engineer,62448
205350,Murrill,Masasuke,Senior Engineer,40000
13315,Stroustrup,Sakthirel,Senior Engineer,40000
80166,Murrill,Monique,Senior Engineer,64575
441208,Murrill,Nitsan,Senior Engineer,47063
451468,Murrill,Ramalingam,Senior Engineer,40000
424997,Anger,Heekeun,Senior Engineer,40000
415770,Murrill,Shigenori,Senior Engineer,40000
54621,Murrill,Sven,Senior Engineer,44946
233451,Murrill,Tommaso,Senior Engineer,43964
497555,Eiter,Zdislav,Senior Engineer,48971
472412,Eiter,Zine,Senior Engineer,51447
449485,Murtafg,Along,Senior Engineer,49000
453704,Murtafg,Alper,Senior Engineer,43721
57837,Murtafg,Aria,Senior Engineer,40000
416003,Murtafg,Arumugam,Senior Engineer,55229
216500,Eldridge,Angus,Senior Engineer,40000
58835,Vigier,Van,Senior Engineer,40000
423728,Murtafg,Denny,Senior Engineer,40000
245771,Murtafg,Fox,Senior Engineer,40000
205738,Stroustrup,Mong,Senior Engineer,42693
22081,Baar,Constantine,Senior Engineer,41698
435345,Murtafg,Karoline,Senior Engineer,57973
294450,Murtafg,Marko,Senior Engineer,53938
239273,Murtafg,Martine,Senior Engineer,47458
208894,Murtafg,Peer,Senior Engineer,40000
440549,Eldridge,Dietrich,Senior Engineer,40000
37048,Eldridge,Fai,Senior Engineer,40000
48043,Murtafg,Visit,Senior Engineer,52886
17081,Murtafg,Weiru,Senior Engineer,40846
27961,Murtafg,Wojceich,Senior Engineer,40000
273108,Murtafg,Zhiguo,Senior Engineer,62487
230091,Birjandi,Waiman,Senior Engineer,81078
275252,Murtagh,Candida,Senior Engineer,40000
235475,Eldridge,Kiyotoshi,Senior Engineer,62254
455525,Murtagh,Duro,Senior Engineer,40000
200702,Eldridge,Mary,Senior Engineer,42004
438930,Murtagh,Luerbio,Senior Engineer,53082
51781,Murtagh,Mandell,Senior Engineer,40000
106645,Murtagh,Mechthild,Senior Engineer,59196
412459,Stroustrup,Iara,Senior Engineer,61752
215172,Vigier,Sukumar,Senior Engineer,49864
98192,Murtagh,Sumali,Senior Engineer,72305
64052,Stroustrup,Hyuckchul,Senior Engineer,50377
68798,Murtagh,Theirry,Senior Engineer,40000
485704,Murtha,Adit,Senior Engineer,53562
441086,Anger,Jaideep,Senior Engineer,63562
26102,Eldridge,Mechthild,Senior Engineer,62902
435916,Murtha,Cullen,Senior Engineer,47875
202716,Murtha,Georg,Senior Engineer,40000
74907,Murtha,Golgen,Senior Engineer,40000
20171,Murtha,Kazuhira,Senior Engineer,57586
27107,Murtha,Lansing,Senior Engineer,40000
247537,Eldridge,Muzhong,Senior Engineer,47016
287848,Stroustrup,Chaosheng,Senior Engineer,40000
70421,Birke,Amstein,Senior Engineer,40000
407219,Eldridge,Ramachenga,Senior Engineer,61854
217523,Zolotykh,Abdulla,Senior Engineer,60944
429050,Stroustrup,Brewster,Senior Engineer,46387
35182,Eldridge,Uinam,Senior Engineer,57876
437233,Stroustrup,Beshir,Senior Engineer,76122
433455,Eldridge,Yannik,Senior Engineer,40000
91510,Murthy,Chandrasekaran,Senior Engineer,40000
17048,Murthy,Christoph,Senior Engineer,46913
205150,Murthy,Denis,Senior Engineer,40000
217998,Murthy,Dipankar,Senior Engineer,40000
19089,Ellozy,Badri,Senior Engineer,64741
476036,Murthy,Janalee,Senior Engineer,40000
297122,Murthy,Jiann,Senior Engineer,68779
37265,Ellozy,Bokyung,Senior Engineer,41467
281877,Murthy,Mana,Senior Engineer,59803
252868,Strooper,Zhiguo,Senior Engineer,40000
442167,Vigier,Mohamadou,Senior Engineer,48357
12218,Strooper,Yaghout,Senior Engineer,40000
478474,Murthy,Satyanarayana,Senior Engineer,70740
83210,Zockler,Seongbae,Senior Engineer,43418
445597,Murthy,Thodoros,Senior Engineer,40000
412081,Murthy,Tooru,Senior Engineer,58299
109642,Nanard,Aron,Senior Engineer,40000
454745,Vigier,Marjo,Senior Engineer,60519
429425,Nanard,Duke,Senior Engineer,89124
19027,Nanard,Ferdinand,Senior Engineer,46182
221594,Strooper,Niteen,Senior Engineer,51715
73756,Strooper,Moni,Senior Engineer,40000
20189,Nanard,Mark,Senior Engineer,40797
435995,Anger,Jovan,Senior Engineer,40000
449506,Nanard,Mohit,Senior Engineer,54609
242717,Nanard,Mori,Senior Engineer,41670
456610,Ellozy,Erez,Senior Engineer,60943
407435,Ellozy,Fumiya,Senior Engineer,40000
216284,Vigier,Maris,Senior Engineer,48462
464999,Nanard,Terresa,Senior Engineer,43625
27642,Zockler,Muneo,Senior Engineer,55756
492929,Nanard,Yannik,Senior Engineer,60727
54783,Nannarelli,Abdelghani,Senior Engineer,53971
421304,Acton,Kwee,Senior Engineer,46489
226581,Nannarelli,Baoqiu,Senior Engineer,64324
229255,Nannarelli,George,Senior Engineer,64438
295706,Vigier,Honesty,Senior Engineer,40000
86934,Strooper,Jovan,Senior Engineer,41984
231436,Nannarelli,Hironobu,Senior Engineer,40000
292943,Nannarelli,Kwan,Senior Engineer,68964
16801,Strooper,Gila,Senior Engineer,48932
204242,Ellozy,Mansur,Senior Engineer,78173
295543,Nannarelli,Navin,Senior Engineer,53821
257369,Nannarelli,Prasadram,Senior Engineer,54587
256858,Strooper,Fuqing,Senior Engineer,40781
88512,Vigier,Giao,Senior Engineer,40000
285664,Nannarelli,Satyanarayana,Senior Engineer,40000
55281,Ellozy,Mohammad,Senior Engineer,40000
97643,Nannarelli,Sigeru,Senior Engineer,55745
274683,Strooper,Elrique,Senior Engineer,40000
430316,Ellozy,Otmar,Senior Engineer,59352
436652,Anger,Marek,Senior Engineer,40000
43708,Streng,Zhongwei,Senior Engineer,78503
446990,Streng,Zhanqiu,Senior Engineer,40000
289613,Narahara,Khalil,Senior Engineer,40000
245503,Narahara,Lakshmi,Senior Engineer,50226
13103,Ellozy,Srinidhi,Senior Engineer,40000
223443,Birke,JoAnna,Senior Engineer,40000
263804,Ellozy,Takanari,Senior Engineer,40000
89331,Narahara,Ranga,Senior Engineer,40000
226121,Narahara,Vidar,Senior Engineer,40000
260889,Streng,Mona,Senior Engineer,45696
34536,Narahari,Danil,Senior Engineer,51324
51619,Birke,Kensei,Senior Engineer,48804
401201,Narahari,Felicidad,Senior Engineer,55378
229259,Narahari,Georgi,Senior Engineer,56381
451579,Narahari,Hyuncheol,Senior Engineer,42468
20186,Narahari,Jianhua,Senior Engineer,57321
26378,Streng,Huiqun,Senior Engineer,40000
207662,Narahari,Mori,Senior Engineer,40000
418991,Emden,Abdelkader,Senior Engineer,40000
460750,Narahari,Tadahiko,Senior Engineer,40000
69271,Zyda,Debatosh,Senior Engineer,61650
461950,Streng,Hidefumi,Senior Engineer,59691
31404,Narlikar,Gererd,Senior Engineer,40000
472764,Emden,Boalin,Senior Engineer,53608
208904,Emden,Bojan,Senior Engineer,53030
11162,Narlikar,Kauko,Senior Engineer,69873
480349,Narlikar,Khaled,Senior Engineer,40000
46721,Narlikar,Mang,Senior Engineer,55077
418614,Narlikar,Mani,Senior Engineer,40000
55240,Zwicker,Weiru,Senior Engineer,40000
47008,Narlikar,Radhika,Senior Engineer,40000
78561,Birke,Perry,Senior Engineer,40000
22234,Narwekar,Arno,Senior Engineer,56671
237012,Narwekar,Berhard,Senior Engineer,43723
437348,Emden,Deborah,Senior Engineer,40000
79042,Narwekar,Iara,Senior Engineer,40000
444697,Emden,Fuqing,Senior Engineer,48896
483131,Narwekar,Luise,Senior Engineer,63213
56684,Yoshizawa,Qiwen,Senior Engineer,40000
200999,Streng,Ger,Senior Engineer,40000
35666,Narwekar,Munehiko,Senior Engineer,47885
34338,Emden,Hairong,Senior Engineer,40000
34999,Narwekar,Shim,Senior Engineer,56185
58678,Zwicker,Vivian,Senior Engineer,56911
54528,Narwekar,Tomoyuki,Senior Engineer,40000
201536,Birke,Shalesh,Senior Engineer,60918
298872,Narwekar,Weijing,Senior Engineer,44454
88597,Narwekar,Zita,Senior Engineer,40000
422105,Zykh,Yongdong,Senior Staff,78767
428594,Aamodt,Breannda,Senior Staff,87334
461318,Aamodt,Fatemeh,Senior Staff,54091
49007,Aamodt,Hiroyasu,Senior Staff,40000
275120,Aamodt,Jaideep,Senior Staff,57206
265157,Aamodt,Narain,Senior Staff,48088
27413,Aamodt,Phuoc,Senior Staff,55604
87637,Aamodt,Qingxiang,Senior Staff,40000
99276,Aamodt,Takanari,Senior Staff,85243
280448,Aamodt,Theron,Senior Staff,87465
429297,Acton,Becky,Senior Staff,62115
291010,Acton,Danae,Senior Staff,40000
213271,Acton,Djenana,Senior Staff,72791
286429,Acton,Gina,Senior Staff,47777
34354,Acton,Kristen,Senior Staff,52117
430990,Acton,Masamitsu,Senior Staff,40664
413496,Acton,Naftaly,Senior Staff,92944
73542,Acton,Shigehito,Senior Staff,84958
408216,Acton,Shridhar,Senior Staff,45810
264083,Acton,Vojin,Senior Staff,40000
438207,Adachi,Elvis,Senior Staff,42133
69173,Adachi,Georgy,Senior Staff,40000
221592,Adachi,Gift,Senior Staff,40673
295836,Adachi,Haldun,Senior Staff,48646
407559,Adachi,Hironoby,Senior Staff,40000
98293,Adachi,Jayesh,Senior Staff,40000
488767,Adachi,Lubomir,Senior Staff,40000
223389,Adachi,Shuho,Senior Staff,82793
282838,Adachi,Toong,Senior Staff,58257
205568,Aingworth,Abdelghani,Senior Staff,72325
299034,Aingworth,Chenxi,Senior Staff,61699
439694,Aingworth,Eric,Senior Staff,40000
239745,Aingworth,Giao,Senior Staff,40000
67594,Aingworth,Jiann,Senior Staff,49158
11441,Aingworth,Marlo,Senior Staff,67352
404085,Aingworth,Moie,Senior Staff,61567
96308,Aingworth,Nigel,Senior Staff,94821
234604,Aingworth,Patricia,Senior Staff,47619
108548,Aingworth,Sajjad,Senior Staff,48304
448131,Akaboshi,Aloys,Senior Staff,67857
99481,Akaboshi,Arnd,Senior Staff,81880
441429,Akaboshi,Ewing,Senior Staff,54969
68769,Akaboshi,Gill,Senior Staff,65192
274427,Akaboshi,Guther,Senior Staff,67320
18664,Akaboshi,Itzchak,Senior Staff,55929
210940,Akaboshi,Pasqua,Senior Staff,40000
298177,Akaboshi,Quingbo,Senior Staff,75057
423907,Akaboshi,Sanjit,Senior Staff,65233
248973,Akaboshi,Slavian,Senior Staff,56807
95248,Akaboshi,Tsuneo,Senior Staff,41712
283289,Akaboshi,Yechezkel,Senior Staff,57361
226896,Akaboshi,Yurij,Senior Staff,63030
231876,Akazan,Abdelkader,Senior Staff,40000
478058,Akazan,Collette,Senior Staff,88043
270299,Akazan,Genta,Senior Staff,40000
95474,Akazan,Guiseppe,Senior Staff,40000
206847,Akazan,Luise,Senior Staff,71871
410563,Akazan,Magy,Senior Staff,70811
30425,Akazan,Rimli,Senior Staff,86775
33563,Akazan,Sastry,Senior Staff,40000
240218,Akazan,Yonghong,Senior Staff,40138
411882,Akazan,Youjian,Senior Staff,40000
240587,Akazan,Zorica,Senior Staff,74060
96417,Akiyama,Bouchung,Senior Staff,40000
480432,Akiyama,Domenick,Senior Staff,40000
240217,Akiyama,Ger,Senior Staff,73188
288730,Akiyama,Junsik,Senior Staff,46794
232686,Akiyama,Kazuhiko,Senior Staff,52341
98832,Akiyama,Margo,Senior Staff,40000
253896,Akiyama,Mayuri,Senior Staff,84103
243435,Akiyama,Moriyoshi,Senior Staff,66075
251124,Akiyama,Owen,Senior Staff,53964
258328,Akiyama,Peternela,Senior Staff,40000
292183,Akiyama,Shahar,Senior Staff,46478
65131,Akiyama,Shakhar,Senior Staff,101208
94496,Akiyama,Sungwon,Senior Staff,40414
279880,Akiyama,Surveyors,Senior Staff,59888
405663,Akiyama,Utz,Senior Staff,40000
89448,Akiyama,Vidya,Senior Staff,41561
79509,Akiyama,Vitaly,Senior Staff,96991
460238,Akiyama,Yucai,Senior Staff,70957
213801,Alameldin,Aruna,Senior Staff,75543
40631,Alameldin,Frazer,Senior Staff,40000
427783,Alameldin,Gennady,Senior Staff,66443
403285,Alameldin,Geoff,Senior Staff,81361
20836,Alameldin,Jingling,Senior Staff,84293
75370,Alameldin,Kwee,Senior Staff,71492
45390,Alameldin,Sedat,Senior Staff,56817
297218,Alameldin,Teruyuki,Senior Staff,46998
109334,Alameldin,Tsutomu,Senior Staff,123668
107285,Alameldin,Valeri,Senior Staff,40981
45552,Albarhamtoshy,Aloys,Senior Staff,69599
462231,Albarhamtoshy,Anneke,Senior Staff,85178
496077,Albarhamtoshy,Anyuan,Senior Staff,75313
482135,Albarhamtoshy,Aris,Senior Staff,40000
61920,Albarhamtoshy,Ghassan,Senior Staff,50457
400372,Albarhamtoshy,Henk,Senior Staff,40762
59413,Albarhamtoshy,Huei,Senior Staff,77080
66961,Albarhamtoshy,Lech,Senior Staff,67854
22755,Albarhamtoshy,Marla,Senior Staff,63264
294223,Albarhamtoshy,Pantung,Senior Staff,74184
233966,Albarhamtoshy,Shimshon,Senior Staff,89348
261569,Albarhamtoshy,Thodoros,Senior Staff,81187
31533,Albarhamtoshy,Trygve,Senior Staff,68960
420493,Albarhamtoshy,Yuriy,Senior Staff,40686
67006,Alblas,Elvia,Senior Staff,40000
259541,Alblas,Jaber,Senior Staff,57690
457846,Alblas,Krisda,Senior Staff,77839
298150,Alblas,Sachio,Senior Staff,64394
288274,Alblas,Selwyn,Senior Staff,40000
206053,Alblas,Tsuneo,Senior Staff,74187
245790,Alblas,Yongmao,Senior Staff,57246
62900,Alencar,Gio,Senior Staff,42772
230321,Alencar,Gunilla,Senior Staff,50835
105162,Alencar,Heon,Senior Staff,46346
53418,Alencar,Hiroyasu,Senior Staff,90427
402804,Alencar,Kish,Senior Staff,40000
482306,Alencar,Kiyomitsu,Senior Staff,70984
257953,Alencar,Kwangyoen,Senior Staff,76071
40511,Alencar,Radhia,Senior Staff,45087
250260,Aloia,Baoqiu,Senior Staff,58362
14509,Aloia,Danil,Senior Staff,40000
416018,Aloia,Fen,Senior Staff,62768
36874,Aloia,Genki,Senior Staff,62935
483434,Aloia,Georgy,Senior Staff,80584
495432,Aloia,Halsur,Senior Staff,50347
222836,Aloia,Ishfaq,Senior Staff,76341
287666,Aloia,Jaber,Senior Staff,57938
246997,Aloia,Jaewon,Senior Staff,40000
59919,Aloia,Koichi,Senior Staff,40493
471529,Aloia,Munir,Senior Staff,76906
76761,Aloia,Raimond,Senior Staff,72745
221882,Aloia,Sahrah,Senior Staff,76346
456007,Aloia,Souichi,Senior Staff,63030
233602,Aloia,Ulf,Senior Staff,59483
484188,Aloisi,Aimee,Senior Staff,40000
228246,Aloisi,Bartek,Senior Staff,71581
460355,Aloisi,Jeanna,Senior Staff,75553
486393,Aloisi,Kristinn,Senior Staff,43698
274066,Aloisi,Navin,Senior Staff,65483
237134,Aloisi,Nitsan,Senior Staff,48296
286991,Aloisi,Perla,Senior Staff,46913
88890,Aloisi,Pranjal,Senior Staff,75936
283854,Aloisi,Richara,Senior Staff,46336
276272,Aloisi,Sverrir,Senior Staff,42317
250493,Aloisi,Woody,Senior Staff,47561
30209,Aloisi,Yannis,Senior Staff,89176
480994,Alpay,Berry,Senior Staff,50832
414666,Alpay,Fai,Senior Staff,51501
51250,Alpay,Leah,Senior Staff,49618
